id,scan_id,signal_type,status,evidence_text,source_type,source_reference,confidence,created_at
5557a74d-fc7e-4b5c-9d09-7354166017f0,2ad59663-f249-45f4-82cd-95f55d6fe0ee,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2025-10-14T19:37:21
e286d577-2aae-45bc-a9f4-09689060b784,2ad59663-f249-45f4-82cd-95f55d6fe0ee,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-10-14T19:37:21
a948a52b-5736-4152-9cdb-0357790500d7,2ad59663-f249-45f4-82cd-95f55d6fe0ee,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-10-14T19:37:21
af487ea9-e0a4-4709-bb78-c087ffdad15e,3129cc54-ebd3-4930-b000-388d97fbfb31,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-09-27T17:24:37
5943e9dd-7b8a-43d8-9965-dfa882e55f08,3129cc54-ebd3-4930-b000-388d97fbfb31,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2025-09-27T17:24:37
82eda04b-6d7b-46d9-8bd0-9939a19c8626,3129cc54-ebd3-4930-b000-388d97fbfb31,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2025-09-27T17:24:37
8449a3a4-52af-4ba8-9039-7a8ef28a4378,3129cc54-ebd3-4930-b000-388d97fbfb31,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2025-09-27T17:24:37
30ff45f3-f356-4db1-a665-db40fb39f622,3129cc54-ebd3-4930-b000-388d97fbfb31,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-09-27T17:24:37
0e91812e-b89a-4dd6-8870-5bcb197da1b0,3129cc54-ebd3-4930-b000-388d97fbfb31,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-09-27T17:24:37
0e85cb99-9b21-49b4-943e-6249328fa20c,1482ca37-2b58-487f-b515-3e5d3737b0cd,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-04-02T14:37:59
2e592b2f-f2f3-4cfd-b3c1-b1596d63d422,1482ca37-2b58-487f-b515-3e5d3737b0cd,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2025-04-02T14:37:59
2e1fcada-a886-4fca-8a19-dc190d9ef9e1,1482ca37-2b58-487f-b515-3e5d3737b0cd,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2025-04-02T14:37:59
f7afbcb3-5159-4318-ae5a-70f7f8402af6,1482ca37-2b58-487f-b515-3e5d3737b0cd,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2025-04-02T14:37:59
95d06ad2-9a50-42f7-ae84-a7e58dd7eeb7,1482ca37-2b58-487f-b515-3e5d3737b0cd,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-04-02T14:37:59
9b5c3c72-8797-473c-9db4-fcc969b9ba6b,1482ca37-2b58-487f-b515-3e5d3737b0cd,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-04-02T14:37:59
39ac0e04-f76a-4e83-b1c2-de81303c6350,4dbd0c30-0ff2-44b1-a087-8ec6f60a2906,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2026-04-06T03:39:10
fe03c876-a419-42f8-87ab-ad0a49e2a7b1,4dbd0c30-0ff2-44b1-a087-8ec6f60a2906,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2026-04-06T03:39:10
187547af-3ba1-4b3a-a0a6-8fff8b512b77,4dbd0c30-0ff2-44b1-a087-8ec6f60a2906,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2026-04-06T03:39:10
93038336-5234-43e9-bab7-3b386bcefa2c,4dbd0c30-0ff2-44b1-a087-8ec6f60a2906,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2026-04-06T03:39:10
8e98c3b3-6f21-4611-8ba0-ab478dd8ac00,4dbd0c30-0ff2-44b1-a087-8ec6f60a2906,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2026-04-06T03:39:10
f1661846-38ed-4099-9bf9-c0d775bee6ca,4dbd0c30-0ff2-44b1-a087-8ec6f60a2906,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2026-04-06T03:39:10
cabf89fe-81a3-467b-aa80-98c518aa2d18,cc33ce2c-e5d5-41cf-b63c-b7f5be5bc973,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2026-01-03T16:47:35
9b9ebed1-57b6-4ce6-9df5-df5377dff7ca,cc33ce2c-e5d5-41cf-b63c-b7f5be5bc973,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2026-01-03T16:47:35
af2ceadc-db26-4b1f-ba97-667f34023ab0,cc33ce2c-e5d5-41cf-b63c-b7f5be5bc973,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2026-01-03T16:47:35
cff936d5-86b1-452b-97c8-3ffe7cd6f7d6,cc33ce2c-e5d5-41cf-b63c-b7f5be5bc973,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2026-01-03T16:47:35
e786f6c2-fad4-4483-aff2-53de448d20b6,cc33ce2c-e5d5-41cf-b63c-b7f5be5bc973,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2026-01-03T16:47:35
cc15b82a-06db-4ec9-a2e0-0866f41c7439,cc33ce2c-e5d5-41cf-b63c-b7f5be5bc973,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2026-01-03T16:47:35
89a724a0-0498-4be6-8d4c-d16aa567c730,c9cbfdd5-1254-4d4f-98fe-b829c2a70bf7,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2026-09-18T08:29:37
3ab57980-f1c2-42c0-9518-650e939034f2,c9cbfdd5-1254-4d4f-98fe-b829c2a70bf7,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2026-09-18T08:29:37
94299204-0983-4fe7-9468-5ef3304cfab9,c9cbfdd5-1254-4d4f-98fe-b829c2a70bf7,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2026-09-18T08:29:37
f2ecbb7f-10ac-473f-82cd-850b95d8c878,c9cbfdd5-1254-4d4f-98fe-b829c2a70bf7,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2026-09-18T08:29:37
26a46b65-bd04-4274-a71c-6ef881b42d36,c9cbfdd5-1254-4d4f-98fe-b829c2a70bf7,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2026-09-18T08:29:37
5791e0d6-c5c4-477b-a27d-349f992983f9,c9cbfdd5-1254-4d4f-98fe-b829c2a70bf7,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2026-09-18T08:29:37
86b47c7e-eaf2-410b-a55d-d59e59e8543e,9bb92906-9722-4a2f-bc8b-0d2d847f74f6,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2026-01-03T14:33:11
4ff080aa-dd4d-4c41-9f5e-7411dc9397e4,9bb92906-9722-4a2f-bc8b-0d2d847f74f6,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2026-01-03T14:33:11
fd167e76-41a2-40f7-a738-07d1f1780684,9bb92906-9722-4a2f-bc8b-0d2d847f74f6,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2026-01-03T14:33:11
a0507ce0-9d67-47a6-a920-e7e05401f452,9bb92906-9722-4a2f-bc8b-0d2d847f74f6,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2026-01-03T14:33:11
f687e259-db6e-47f5-91f6-f484ac75c5f2,9bb92906-9722-4a2f-bc8b-0d2d847f74f6,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2026-01-03T14:33:11
0da719a7-fcab-40dc-bfd3-a2be67d32661,9bb92906-9722-4a2f-bc8b-0d2d847f74f6,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2026-01-03T14:33:11
d5898bf9-96bb-48ad-a346-c2ce22e6bed3,8d81b542-27b4-420a-bfbf-6d50d997ba37,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-12-14T16:29:35
05d089fd-50fe-40a1-bd64-79670a258014,8d81b542-27b4-420a-bfbf-6d50d997ba37,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2025-12-14T16:29:35
2889a146-a17f-4dd3-89f8-f463dc3e719a,8d81b542-27b4-420a-bfbf-6d50d997ba37,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2025-12-14T16:29:35
f592da6a-aad3-4514-a490-d1f6978d0241,8d81b542-27b4-420a-bfbf-6d50d997ba37,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2025-12-14T16:29:35
d0928bd6-63f2-416d-ac8c-d9752b2fd356,8d81b542-27b4-420a-bfbf-6d50d997ba37,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-12-14T16:29:35
eaa0eae5-cf7d-408c-aefc-a2b54db0af07,8d81b542-27b4-420a-bfbf-6d50d997ba37,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-12-14T16:29:35
150f521f-7844-455b-a7e2-201624509dab,c34b1bee-bcbf-4f9e-bbde-6cf9e3685c7a,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-03-29T11:17:36
5bc02195-2ac2-48e3-bc0e-947ccc50556e,c34b1bee-bcbf-4f9e-bbde-6cf9e3685c7a,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2025-03-29T11:17:36
80992779-fc82-4fcf-a3e4-ec3cd30e3416,c34b1bee-bcbf-4f9e-bbde-6cf9e3685c7a,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2025-03-29T11:17:36
0c0eb1ec-442c-4497-8e52-27f3bd0c34de,c34b1bee-bcbf-4f9e-bbde-6cf9e3685c7a,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2025-03-29T11:17:36
c35eeb7c-e1ea-4867-81c0-8dd5b3dd336e,c34b1bee-bcbf-4f9e-bbde-6cf9e3685c7a,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-03-29T11:17:36
4bf53559-f583-4e3b-89a4-f0c6f3d43566,c34b1bee-bcbf-4f9e-bbde-6cf9e3685c7a,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-03-29T11:17:36
9c99e45d-9645-470a-a232-72405dc4d1af,201d60fd-4e34-471d-94b7-b3f803133518,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-08-22T15:06:45
c698480b-eee2-4907-8ec2-a798dd067d85,201d60fd-4e34-471d-94b7-b3f803133518,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2025-08-22T15:06:45
2640e8ea-6603-497b-808f-7c1f4dca1331,201d60fd-4e34-471d-94b7-b3f803133518,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2025-08-22T15:06:45
4f33b845-6989-4353-a5d0-527fa1c89b03,201d60fd-4e34-471d-94b7-b3f803133518,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2025-08-22T15:06:45
5d57e570-d442-4162-9eda-d9f681b39d18,201d60fd-4e34-471d-94b7-b3f803133518,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-08-22T15:06:45
bffeb525-f4a8-401e-a157-55f0173c4a87,201d60fd-4e34-471d-94b7-b3f803133518,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-08-22T15:06:45
d411a3e7-bed7-42bc-8e22-606f2358c074,6598e9cb-0457-49bd-9981-d370b7a4152b,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-08-16T13:41:20
31e534b5-7788-40f7-b43b-e032aaeaf685,6598e9cb-0457-49bd-9981-d370b7a4152b,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2025-08-16T13:41:20
cbdb17ea-f2c3-4b84-bb0a-230d9f04c89f,6598e9cb-0457-49bd-9981-d370b7a4152b,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2025-08-16T13:41:20
d58fd9d6-e85e-4287-a3d8-ed8d7e2144ab,6598e9cb-0457-49bd-9981-d370b7a4152b,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2025-08-16T13:41:20
b5d24e6a-b6e1-4676-8568-263f53b75202,6598e9cb-0457-49bd-9981-d370b7a4152b,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-08-16T13:41:20
168512ca-64e6-4a34-8266-b22e9c13889f,6598e9cb-0457-49bd-9981-d370b7a4152b,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-08-16T13:41:20
01e64cc6-eacb-4f3a-96a4-0c1e6ecdce0a,344f5848-9bac-444d-81f7-39326bf44222,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-04-11T15:14:03
1cb5e89c-ecb5-4cf8-883f-85cbaac8e1b5,344f5848-9bac-444d-81f7-39326bf44222,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2025-04-11T15:14:03
7f1f2002-77bb-4230-8cc8-a687a6d220c0,344f5848-9bac-444d-81f7-39326bf44222,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2025-04-11T15:14:03
8b3df2a1-3b0f-41e3-8bcb-e1d9f0404635,344f5848-9bac-444d-81f7-39326bf44222,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2025-04-11T15:14:03
ded6694b-6d48-4b8c-992f-903f817537a7,344f5848-9bac-444d-81f7-39326bf44222,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-04-11T15:14:03
2a1ca4f2-4a0c-40c5-ad9a-0b728a3c2eec,344f5848-9bac-444d-81f7-39326bf44222,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-04-11T15:14:03
bf210caf-4f1b-45d8-a449-d160b4be095b,3f28eaa3-27d5-48e2-b1d6-dc211d2afef9,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-07-02T14:44:10
c2392bb4-a56f-460f-a351-60681ea9d5fa,3f28eaa3-27d5-48e2-b1d6-dc211d2afef9,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2025-07-02T14:44:10
2606a60e-b9fa-42bb-9c2f-b0fffd373bf5,3f28eaa3-27d5-48e2-b1d6-dc211d2afef9,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2025-07-02T14:44:10
91449197-9e60-4dbd-a58a-53781c10cf85,3f28eaa3-27d5-48e2-b1d6-dc211d2afef9,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2025-07-02T14:44:10
d322c159-27fd-44ec-b654-1269a9371b63,3f28eaa3-27d5-48e2-b1d6-dc211d2afef9,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-07-02T14:44:10
40d515ac-db6f-4d2d-a4f0-43e99cbaf379,3f28eaa3-27d5-48e2-b1d6-dc211d2afef9,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-07-02T14:44:10
6ee96ce2-3a9b-4e09-a081-8b56ad9ee6c4,e340df11-e1c9-42d6-91c8-97c8f6754da6,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2026-04-03T17:29:49
731a1ee5-8247-4b0c-bbb8-9d6dc66f1222,e340df11-e1c9-42d6-91c8-97c8f6754da6,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2026-04-03T17:29:49
f65f4f72-b2ab-45cf-a63a-cdcda2281f58,e340df11-e1c9-42d6-91c8-97c8f6754da6,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2026-04-03T17:29:49
734686ef-fe8c-443d-b89a-4f44f29b718e,e340df11-e1c9-42d6-91c8-97c8f6754da6,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2026-04-03T17:29:49
88bd5aac-4aab-4f34-b7ed-7fa2d87b30ac,e340df11-e1c9-42d6-91c8-97c8f6754da6,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2026-04-03T17:29:49
c7264f80-3c12-4a7f-a146-9e3fa4f6ffe8,e340df11-e1c9-42d6-91c8-97c8f6754da6,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2026-04-03T17:29:49
44a99676-9eec-4133-9b7f-f2b8e521c76f,b165425a-d423-4259-8ad9-ba4119ae5020,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-11-14T18:55:12
1299ea66-3b38-4981-9f07-b71314777f4c,b165425a-d423-4259-8ad9-ba4119ae5020,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2025-11-14T18:55:12
593ae9ca-7b40-4477-a470-95598288344d,b165425a-d423-4259-8ad9-ba4119ae5020,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2025-11-14T18:55:12
8af216d7-082d-46fc-8df3-e93a35a1fda2,b165425a-d423-4259-8ad9-ba4119ae5020,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2025-11-14T18:55:12
b8096457-0a84-4804-9aba-772729a26003,b165425a-d423-4259-8ad9-ba4119ae5020,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-11-14T18:55:12
96c9d01d-080a-4e62-aba3-749761b8cd87,b165425a-d423-4259-8ad9-ba4119ae5020,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-11-14T18:55:12
7e5b835c-543f-4372-9ae6-5fdaa11be65b,bd5d4ddc-febb-461d-9dbe-9146d40a9169,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2026-09-07T13:42:16
96168f44-a12d-49a1-90de-4e6fa63c343e,bd5d4ddc-febb-461d-9dbe-9146d40a9169,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2026-09-07T13:42:16
b0533b9c-1730-4557-a11b-c6ae56b49a0a,bd5d4ddc-febb-461d-9dbe-9146d40a9169,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2026-09-07T13:42:16
7a472373-2777-457d-9428-9a4758db0c28,bd5d4ddc-febb-461d-9dbe-9146d40a9169,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2026-09-07T13:42:16
1909b0da-3f85-4c94-8423-bfcfaf05d9fc,bd5d4ddc-febb-461d-9dbe-9146d40a9169,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2026-09-07T13:42:16
b0a337b6-f5cb-4096-96d2-be7477443e71,bd5d4ddc-febb-461d-9dbe-9146d40a9169,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2026-09-07T13:42:16
c112771e-6e4b-4c17-b7d7-2115825e5a67,af0b0575-633b-4197-95d4-a74c9d69ad93,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-05-03T16:30:55
14db4e27-2df2-4d2c-bd10-a364c63b758f,af0b0575-633b-4197-95d4-a74c9d69ad93,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2025-05-03T16:30:55
69d7aedf-b4e7-414b-ad9e-746a19fdeba1,af0b0575-633b-4197-95d4-a74c9d69ad93,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2025-05-03T16:30:55
ddf46c66-1351-44f1-9b7b-454ebb018821,af0b0575-633b-4197-95d4-a74c9d69ad93,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2025-05-03T16:30:55
8d1cd0e9-0b69-49dc-8897-6be273ad8d36,af0b0575-633b-4197-95d4-a74c9d69ad93,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-05-03T16:30:55
68176691-817b-42a4-bef7-f417dc18a787,af0b0575-633b-4197-95d4-a74c9d69ad93,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-05-03T16:30:55
bfaf75cb-917f-42a4-93ca-4417785e0af2,144a156c-2384-47ff-89fc-a5bec80c4e1d,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2026-01-31T16:15:47
b3f032e6-7a01-45f5-9325-11cd3eb62eb2,144a156c-2384-47ff-89fc-a5bec80c4e1d,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2026-01-31T16:15:47
70983b92-f940-48f5-9cbb-d5c251b9fbad,144a156c-2384-47ff-89fc-a5bec80c4e1d,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2026-01-31T16:15:47
b2d1f6d8-04bd-43bd-ac21-f80f4c48daba,144a156c-2384-47ff-89fc-a5bec80c4e1d,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2026-01-31T16:15:47
6a86e5f9-0e99-4275-b970-ff4dca1a7b32,144a156c-2384-47ff-89fc-a5bec80c4e1d,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2026-01-31T16:15:47
7a453bd8-5296-48a0-8fb5-17dad20deae4,144a156c-2384-47ff-89fc-a5bec80c4e1d,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2026-01-31T16:15:47
f1f1f43c-039e-49db-8a61-5d826fd6147d,2026e0ce-0ed9-48bb-994c-9959a41e9444,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-12-05T17:05:53
9eda7ba9-f44b-4b77-85e5-f52dc30f0cdb,2026e0ce-0ed9-48bb-994c-9959a41e9444,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2025-12-05T17:05:53
88657be2-c777-4875-82db-c2240a59377d,2026e0ce-0ed9-48bb-994c-9959a41e9444,expiry_status,FAIL -- Expired,Expiry date has passed,decoded_code,Decoded payload,structured,2025-12-05T17:05:53
a825576c-eb97-493f-930e-99e2ab3701f6,2026e0ce-0ed9-48bb-994c-9959a41e9444,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2025-12-05T17:05:53
7c6a858d-9129-4087-978e-0a91d212904b,2026e0ce-0ed9-48bb-994c-9959a41e9444,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-12-05T17:05:53
6ec052ea-66dc-4403-a825-712e30f4b0d8,2026e0ce-0ed9-48bb-994c-9959a41e9444,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-12-05T17:05:53
8e95a1fe-cdb9-4caf-acd1-de58e49ecff3,3161e55d-6720-46dc-9d75-c54ae0d83387,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2026-09-08T12:22:22
ba0cf70d-36bd-44a2-aa74-984a595b83a3,3161e55d-6720-46dc-9d75-c54ae0d83387,label_consistency,Pass,"Fields match (fuzzy match, 0.98 confidence)",ocr_reading,OCR vs decoded payload,high,2026-09-08T12:22:22
0b6d743c-51cf-420f-a7eb-0fa83565b40f,3161e55d-6720-46dc-9d75-c54ae0d83387,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2026-09-08T12:22:22
5daf3c2b-b6a5-4c6f-b2bb-f9faf6b00550,3161e55d-6720-46dc-9d75-c54ae0d83387,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2026-09-08T12:22:22
7c2eb783-1b98-4301-b4ff-a514a5696730,3161e55d-6720-46dc-9d75-c54ae0d83387,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2026-09-08T12:22:22
bcd4fb9c-3789-4eeb-96d4-c62ba57ef5d4,3161e55d-6720-46dc-9d75-c54ae0d83387,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2026-09-08T12:22:22
63d5fcd2-b0ce-4df0-8731-10fbb1fbe7cb,b175bd35-00fe-4285-8787-f4374e87e87d,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-06-24T02:20:22
98038a54-98ff-4c71-923f-4b759bc31258,b175bd35-00fe-4285-8787-f4374e87e87d,label_consistency,Pass,"Fields match (fuzzy match, 0.98 confidence)",ocr_reading,OCR vs decoded payload,high,2025-06-24T02:20:22
9954c6c6-0354-4665-9f01-7fd006a8de7f,b175bd35-00fe-4285-8787-f4374e87e87d,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2025-06-24T02:20:22
2b06369d-e573-4d27-91a8-87a85d47fdab,b175bd35-00fe-4285-8787-f4374e87e87d,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2025-06-24T02:20:22
f0717a94-f158-4c9f-894f-cc38c3452ba8,b175bd35-00fe-4285-8787-f4374e87e87d,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-06-24T02:20:22
195cd411-0d21-4641-8726-5ad761884aca,b175bd35-00fe-4285-8787-f4374e87e87d,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-06-24T02:20:22
82dc4591-753c-4fa2-babb-3bc7344ad898,73679af7-68e5-400f-ba1a-f0a2c7e1df4a,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2026-04-30T11:19:47
3818f189-1183-4404-9f3a-504554fba88f,73679af7-68e5-400f-ba1a-f0a2c7e1df4a,label_consistency,Pass,"Fields match (fuzzy match, 0.98 confidence)",ocr_reading,OCR vs decoded payload,high,2026-04-30T11:19:47
9afa1e93-d3f6-494c-b861-c5c152144bd2,73679af7-68e5-400f-ba1a-f0a2c7e1df4a,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2026-04-30T11:19:47
c0d61854-84a3-4986-a7ea-3f3fb30386a1,73679af7-68e5-400f-ba1a-f0a2c7e1df4a,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2026-04-30T11:19:47
f33f0590-5bce-4e55-bc57-72452340bdcb,73679af7-68e5-400f-ba1a-f0a2c7e1df4a,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2026-04-30T11:19:47
